LogOfAreas,Log_X_Index,Outside_X_Index,Pixels_Areas,X_Perimeter,Sum_of_Luminosity,Length_of_Conveyer,SigmoidOfAreas,Minimum_of_Luminosity,Edges_Index,Fault_Type
3.6333,2.1239,0.0957,4364,188,449860,1360,1.0,39,0.0575,K_Scatch
2.1072,1.0792,0.0071,128,12,13696,1687,0.2901,80,0.5691,Healthy
1.5315,0.9542,0.0066,34,9,4108,1358,0.1384,116,0.7385,Stains
1.8751,1.1139,0.0077,75,15,8948,1687,0.2699,87,0.0251,Bumps
3.811,2.243,0.1291,6472,252,673434,1356,1.0,40,0.0605,K_Scatch
2.3711,1.0,0.0059,235,25,23155,1692,0.6574,78,0.0972,Healthy
2.9773,1.1139,0.0096,949,79,116653,1364,0.9999,131,0.7941,Pastry
2.3541,1.5441,0.0257,226,102,23642,1362,0.7776,84,0.1772,Other_faults
2.0334,1.1139,0.0077,108,18,11154,1698,0.5212,71,0.0353,Pastry
2.8507,1.0792,0.0071,709,59,79713,1687,0.9868,84,0.5433,Bumps
3.5599,2.1553,0.1051,4080,166,479002,1360,1.0,41,0.1075,Healthy
1.2553,0.7782,0.0044,18,6,2318,1358,0.1353,109,0.8601,Stains
2.8445,1.301,0.0148,699,30,84461,1362,0.9998,113,0.325,Dirtiness
1.9345,1.0,0.0059,86,15,9671,1688,0.2942,77,0.0047,Pastry
1.2305,0.699,0.0037,17,5,2240,1360,0.1322,112,0.3439,Stains
1.7708,1.3802,0.0142,59,21,6685,1650,0.2083,118,0.3853,Other_faults
1.9031,1.1139,0.0077,80,16,10024,1690,0.2739,103,0.5258,Other_faults
2.7566,1.0792,0.0087,571,37,58587,1364,0.9491,45,0.0296,Other_faults
1.8129,0.9031,0.0048,65,10,11132,1687,0.1934,167,0.8357,Healthy
2.0607,1.1461,0.0083,115,16,14234,1692,0.2901,90,0.2227,Bumps
0.9031,0.8451,0.0052,8,7,1123,1358,0.1384,128,0.8852,Stains
2.1206,1.0414,0.0081,132,18,14997,1354,0.3329,71,0.0255,Bumps
1.5441,0.9031,0.0047,35,8,4409,1687,0.156,115,0.9834,Healthy
2.5478,1.3802,0.0142,353,79,27389,1692,0.9998,77,0.1064,Healthy
3.6708,1.7559,0.0319,4881,68,43480,1602,1.0,65,0.0556,Healthy
1.716,0.9031,0.0059,52,6,6761,1710,0.1384,105,0.6464,Stains
1.9345,1.0,0.0059,86,15,9671,1688,0.2942,77,0.0047,Pastry
2.3541,1.3617,0.0169,226,26,25563,1362,0.6514,105,0.4106,Bumps
3.0026,1.5563,0.025,1004,94,101435,1360,1.0,90,0.1515,Dirtiness
2.1072,1.5563,0.0265,128,45,16308,1358,0.417,113,0.1419,Other_faults
4.198,2.2553,0.1254,15704,745,1877827,1402,1.0,32,0.1231,K_Scatch
2.2122,1.0792,0.0087,163,15,15513,1648,0.3945,66,0.4569,Dirtiness
1.7993,0.9031,0.0047,63,11,6396,1692,0.1852,97,0.8468,Other_faults
2.0607,1.0792,0.0071,115,20,14121,1692,0.3285,61,0.6972,Pastry
2.1903,1.2305,0.0125,155,18,18052,1362,0.3663,99,0.6995,Dirtiness
1.8692,0.9542,0.0055,74,12,6884,1687,0.2051,88,0.0131,Z_Scratch
2.5966,1.3802,0.0176,395,40,39231,1387,0.94,88,0.5641,Other_faults
1.2041,0.699,0.0037,16,6,2046,1360,0.133,111,0.4531,Stains
3.1526,1.3802,0.0177,1467,98,158065,1687,1.0,91,0.6456,Other_faults
2.1367,1.1461,0.0103,138,16,15385,1364,0.286,75,0.2533,Bumps
1.8062,0.8451,0.0052,64,15,7145,1350,0.2583,92,0.1324,Bumps
2.5172,1.415,0.0192,329,55,37200,1356,0.9263,84,0.4106,Other_faults
4.2014,2.2553,0.1364,15208,836,188767,1400,1.0,27,0.0557,K_Scatch
1.716,0.7782,0.0036,52,8,6074,1358,0.215,107,0.9146,Dirtiness
1.0792,0.7782,0.0044,12,6,1541,1358,0.1262,107,0.8818,Stains
2.1673,1.0792,0.0088,147,18,15515,1358,0.3419,94,0.9706,Dirtiness
1.8751,0.9542,0.0054,75,17,6335,1692,0.2792,79,0.6622,Healthy
2.3874,1.1761,0.0088,244,42,28261,1364,0.7347,96,0.6456,Other_faults
1.9031,0.9542,0.0066,80,17,8495,1356,0.2469,77,0.0676,Z_Scratch
2.3962,1.4472,0.0206,247,54,30746,1360,0.8299,112,0.2661,Bumps
2.887,1.5315,0.0218,792,59,65200,1356,0.8894,44,0.4485,Z_Scratch
2.4425,1.4771,0.022,281,30,39911,1360,0.8563,97,0.3091,Bumps
3.1861,1.4314,0.0197,1543,230,160146,1354,1.0,127,0.0906,Z_Scratch
1.9243,1.0792,0.0071,84,14,8745,1690,0.2583,84,0.8943,Bumps
2.9063,0.9542,0.0066,903,75,100112,1364,0.9999,101,0.9151,Dirtiness
1.7853,1.3802,0.0178,61,29,6481,1356,0.3601,108,0.2935,Healthy
3.8241,2.248,0.1303,6562,276,668126,1358,1.0,37,0.0604,K_Scatch
2.8998,1.0792,0.0088,705,18,88065,1387,0.9998,92,0.6456,Dirtiness
3.7657,2.1903,0.1106,5957,229,610139,1400,1.0,39,0.0557,K_Scatch
4.2085,2.842,0.4964,16164,926,1939163,1400,1.0,23,0.0586,K_Scatch
2.8482,1.1461,0.0102,705,55,78470,1354,0.9902,93,0.9164,Z_Scratch
2.7657,1.0792,0.0088,583,33,62357,1360,0.9961,94,0.9106,Dirtiness
1.9395,0.8451,0.0052,87,16,10024,1354,0.2195,107,0.5712,Healthy
1.8062,0.699,0.0037,64,10,7279,1360,0.1954,107,0.4368,Dirtiness
2.1931,1.3222,0.0154,155,25,16498,1362,0.5296,106,0.7463,Z_Scratch
2.4281,1.5051,0.0236,268,33,26356,1358,0.8848,41,0.0605,K_Scatch
1.5441,1.1139,0.0096,35,18,4606,1360,0.1965,120,0.6478,Healthy
1.7324,1.1461,0.0083,54,17,7145,1358,0.2583,104,0.5691,Stains
2.6365,1.2305,0.0125,433,38,38917,1362,0.9856,93,0.1484,Healthy
1.9085,1.2041,0.0117,81,26,9208,1364,0.4763,82,0.4106,Other_faults
2.3096,1.0792,0.0088,204,28,21864,1358,0.5063,90,0.0072,Dirtiness
1.8389,0.8451,0.0052,69,15,7143,1356,0.2195,90,0.0705,Pastry
2.842,1.3617,0.017,618,59,66181,1354,0.9951,95,0.0044,Z_Scratch
1.2553,0.699,0.0037,18,5,2370,1358,0.1449,111,0.9083,Bumps
3.1055,1.0414,0.0081,1275,117,125462,1360,1.0,57,0.0948,Dirtiness
2.3222,1.1139,0.0079,212,23,28061,1687,0.5378,111,0.6613,Dirtiness
1.9956,1.0,0.0074,99,22,11132,1360,0.2348,109,0.8331,Other_faults
1.2305,0.7782,0.0044,17,5,2198,1358,0.1322,102,0.6985,Stains
2.5465,1.0414,0.0081,352,58,39648,1360,0.8579,70,0.1277,Healthy
2.0607,0.9542,0.0066,115,11,11931,1373,0.215,93,0.3529,Pastry
3.8377,2.248,0.1303,6679,278,669129,1358,1.0,40,0.0556,K_Scatch
3.2582,2.179,0.1112,1832,239,22191,1402,1.0,96,0.0605,K_Scatch
3.776,2.243,0.1271,5969,277,679238,1356,1.0,38,0.0604,K_Scatch
4.2971,1.7993,0.3105,19818,1084,1966409,1398,1.0,38,0.0,K_Scatch
2.5551,1.1139,0.0077,359,32,31349,1696,0.9349,78,0.049,Pastry
3.7463,2.248,0.1303,5323,253,479531,1364,1.0,96,0.0574,K_Scatch
1.8325,1.5185,0.0243,68,49,7553,1364,0.2288,95,0.6552,Z_Scratch
1.9085,1.3424,0.0161,81,32,10675,1364,0.2432,120,0.0279,Healthy
2.4425,1.4771,0.022,281,30,39911,1360,0.8563,97,0.3091,Bumps
2.1239,1.1761,0.0089,133,15,15524,1352,0.3285,110,0.8357,Healthy
2.0645,1.5185,0.0243,116,44,14120,1362,0.6619,117,0.2178,K_Scatch
1.9542,1.0,0.0072,90,11,9462,1690,0.2583,91,0.2482,Other_faults
1.7924,0.9542,0.0053,62,12,5652,1692,0.2051,77,0.0341,Pastry
1.8261,1.2041,0.0095,67,20,7164,1692,0.2792,102,0.6622,Bumps
3.8142,2.243,0.1289,6652,253,671353,1358,1.0,36,0.0574,K_Scatch
2.3201,1.0792,0.0088,209,24,20993,1364,0.633,80,0.9515,Pastry
2.8965,1.0414,0.0081,788,67,81625,1353,0.9998,95,0.9076,Healthy
1.2305,0.9031,0.0059,17,8,2274,1358,0.1417,120,0.2047,Stains
2.0414,1.1139,0.0096,110,18,11425,1356,0.2914,77,0.0896,Bumps
2.301,0.9542,0.0066,200,30,24220,1364,0.4763,106,0.7974,Healthy
2.0828,0.9031,0.0047,121,16,13351,1687,0.3494,99,0.3338,Other_faults
2.6474,1.0414,0.0081,444,56,51661,1353,0.9844,97,0.9816,Dirtiness
2.1271,0.9031,0.0047,134,16,14369,1696,0.3479,85,0.0547,Pastry
2.9773,1.1461,0.0104,955,44,90154,1372,0.9999,84,0.0,Other_faults
1.7324,1.2305,0.0121,54,18,23894,1352,0.417,69,0.0133,Z_Scratch
2.98,1.0,0.0072,938,90,78470,1362,0.9999,89,0.9106,Dirtiness
1.8195,1.0,0.0059,66,12,7502,1687,0.1715,99,0.7181,Other_faults
3.8049,2.1461,0.1,6399,260,635284,1356,1.0,40,0.0605,Other_faults
2.4728,1.1139,0.0077,297,36,34599,1688,0.7512,72,0.0754,Pastry
3.811,2.238,0.1274,6543,285,618954,1356,1.0,40,0.0604,K_Scatch
2.433,1.2305,0.0125,271,28,26683,1692,0.8299,78,0.5641,Bumps
2.0828,0.7782,0.0044,121,19,14032,1358,0.417,111,0.0519,Dirtiness
2.9355,1.1461,0.0101,838,50,85442,1364,0.9869,109,0.9106,Dirtiness
2.5635,1.1461,0.0103,366,33,44712,1360,0.8854,97,0.1064,Other_faults
2.6946,1.301,0.0147,495,90,53750,1360,0.9856,93,0.0695,Other_faults
2.4232,1.6902,0.036,265,91,32153,1360,0.9718,114,0.2068,Z_Scratch
1.7853,0.9031,0.0047,61,9,6863,1687,0.1934,99,0.6283,Bumps
2.1461,1.3222,0.0153,140,33,16308,1364,0.3509,116,0.9164,Stains
2.3766,1.3802,0.0172,239,37,31689,1364,0.7659,105,0.2587,Z_Scratch
4.0724,2.238,0.1238,11875,657,1375431,1398,1.0,32,0.0556,K_Scatch
2.1239,1.0792,0.0071,133,16,13173,1692,0.3419,47,0.734,Other_faults
3.8122,2.2504,0.1311,6596,310,699635,1358,1.0,42,0.0604,K_Scatch
4.052,2.179,0.1077,11211,572,1402972,1402,1.0,31,0.0585,K_Scatch
3.823,2.243,0.1289,6562,255,677554,1358,1.0,43,0.0604,K_Scatch
1.2041,0.699,0.0037,16,10,2034,1360,0.1384,107,0.2917,Stains
2.574,1.0,0.0074,375,57,39648,1360,0.9474,120,0.1277,Healthy
1.7482,0.8451,0.0041,56,10,6761,1358,0.1852,106,0.4721,Pastry
2.4829,1.0792,0.0071,304,42,34142,1358,0.8513,90,0.0166,Z_Scratch
1.0792,0.9031,0.0059,12,8,1563,1358,0.1852,111,0.732,Stains
3.8649,2.243,0.1289,7327,324,750685,1358,1.0,31,0.0574,K_Scatch
2.0374,1.1139,0.0096,109,34,13352,1362,0.3663,113,0.8331,Dirtiness
1.7853,0.9031,0.0049,61,12,5577,1690,0.1715,89,0.4421,Dirtiness
2.1461,1.3617,0.017,140,34,17532,1360,0.3329,123,0.0353,Healthy
2.4216,0.9542,0.0066,264,20,29748,1362,0.633,62,0.7772,Pastry
1.9138,1.0414,0.0065,82,14,8166,1696,0.23,76,0.6386,Healthy
1.2041,0.8451,0.0052,16,8,1923,1358,0.1307,112,0.2327,Stains
1.2305,0.7782,0.0044,17,7,2240,1358,0.1483,107,0.2312,Stains
1.8062,0.9542,0.0053,64,14,6884,1690,0.2173,79,0.1395,Pastry
2.8507,1.1761,0.0111,709,51,97966,1354,0.9998,110,0.0779,Healthy
2.1367,0.9031,0.0047,137,16,15785,1690,0.3494,104,0.9324,Other_faults
1.5051,0.9031,0.0059,32,9,3772,1358,0.1773,117,0.7894,Stains
1.7076,0.9031,0.0059,51,9,6684,1360,0.1696,102,0.9231,Stains
2.3139,1.3802,0.0176,206,30,26694,1360,0.7474,107,0.0676,Healthy
1.7324,1.2041,0.0095,54,17,6582,1688,0.215,97,0.4787,Healthy
3.2951,2.1761,0.1103,1973,179,240091,1360,1.0,101,0.4275,Bumps
1.7076,0.9031,0.0047,51,12,5608,1690,0.2018,91,0.1608,Pastry
1.7708,0.9031,0.0059,59,12,5608,1353,0.2051,68,0.0532,Pastry
2.1932,1.0,0.0059,156,17,15848,1686,0.2359,96,0.776,Healthy
2.2227,1.1461,0.0082,167,21,14689,1698,0.5096,78,0.0928,Healthy
2.2122,1.2553,0.0132,163,21,16915,1364,0.4089,85,0.1439,Dirtiness
3.7028,1.301,0.0147,509,210,60112,1387,1.0,53,0.6569,Healthy
2.3892,0.8451,0.0041,245,15,24476,1698,0.7065,84,0.9164,Pastry
2.3541,1.0414,0.0065,226,30,21582,1690,0.4025,43,0.0362,Bumps
2.2601,1.0,0.0074,184,21,17271,1648,0.463,95,0.0368,Bumps
1.2553,0.7782,0.0044,18,8,2384,1356,0.1483,109,0.8805,Healthy
2.1614,1.2553,0.0106,145,18,14896,1687,0.3601,93,0.0877,Pastry
3.7977,2.243,0.1252,6277,263,659058,1356,1.0,42,0.0605,K_Scatch
2.0043,1.3617,0.0169,101,33,10605,1360,0.5642,97,0.4686,Z_Scratch
1.9243,0.8451,0.0052,84,12,9690,1356,0.1965,81,0.0369,Healthy
2.7168,1.0792,0.0088,563,23,61209,1356,0.9685,79,0.0369,Z_Scratch
2.6284,1.2305,0.0126,425,57,43323,1353,0.9361,111,0.9257,Healthy
2.2304,0.9542,0.0055,170,18,22478,1650,0.4025,120,0.0337,Pastry
1.8692,0.9542,0.0066,74,10,8375,1356,0.215,104,0.109,Z_Scratch
2.5106,0.9542,0.0053,324,22,37407,1690,0.8299,101,0.6483,Pastry
4.0408,2.2304,0.1252,10913,755,1086124,1402,1.0,37,0.0585,K_Scatch
2.0645,1.0414,0.0081,116,17,9774,1358,0.2928,86,0.2185,Z_Scratch
1.9191,1.0414,0.0065,83,14,14013,1387,0.2432,133,0.5204,Other_faults
2.5832,1.0792,0.0088,383,27,47481,1353,0.7933,66,0.6613,Pastry
1.2041,0.7782,0.0044,16,7,1961,1358,0.1384,114,0.9087,Stains
1.9395,0.8451,0.0041,87,14,8355,1687,0.1852,79,0.2493,Pastry
1.2041,0.8451,0.0052,16,6,2183,1358,0.1322,120,0.9795,Stains
1.9294,1.2305,0.01,85,17,9578,1690,0.215,97,0.7338,Healthy
2.1239,1.1139,0.0077,134,27,19118,1387,0.3725,118,0.0337,Other_faults
2.2201,0.9031,0.0047,166,15,18674,1694,0.4025,84,0.9135,Dirtiness
1.7781,0.9031,0.0049,60,9,6133,1626,0.1822,71,0.7861,Bumps
2.9557,1.0792,0.0088,903,90,110993,1364,1.0,101,0.7322,Dirtiness
2.2577,1.5441,0.0258,181,38,22191,1356,0.8153,114,0.2047,Healthy
1.0792,0.7782,0.0044,12,6,1509,1358,0.1353,105,0.1593,Stains
1.2305,0.8451,0.0052,17,9,2193,1358,0.14,114,0.7,Stains
2.1399,1.1761,0.0089,138,25,16538,1690,0.3977,108,0.4141,Bumps
4.2024,2.248,0.1264,16052,720,1814409,1400,1.0,29,0.0557,K_Scatch
1.8325,0.8451,0.0052,68,12,6861,1352,0.1753,97,0.6143,Bumps
1.5051,0.7782,0.0036,32,6,3553,1358,0.1449,116,0.5552,Stains
2.5478,1.301,0.0148,353,50,32335,1354,0.9263,95,0.0962,Z_Scratch
2.8482,1.7634,0.0427,613,72,63974,1656,0.9935,87,0.7118,Healthy
1.7482,0.7782,0.0035,56,8,5369,1694,0.1892,84,0.9279,Pastry
1.8195,1.0,0.0059,66,16,5035,1354,0.2018,70,0.0251,Z_Scratch
1.8261,1.0,0.0073,67,12,6860,1650,0.2583,89,0.6627,Bumps
2.7694,1.0792,0.0088,588,35,61608,1364,0.9755,92,0.0296,Dirtiness
1.2553,0.8451,0.0052,18,7,2214,1360,0.1441,109,0.8645,Stains
1.7993,0.9031,0.0047,63,15,6323,1364,0.2195,77,0.4402,Bumps
1.2305,1.0,0.0074,17,12,2267,1358,0.1417,119,0.8809,Stains
3.8197,1.6233,0.0323,705,175,81625,1360,1.0,115,0.1441,K_Scatch
2.1614,0.7782,0.0044,145,23,16538,1352,0.2984,107,0.0353,Dirtiness
2.6656,0.9031,0.0059,460,12,7168,1364,0.8183,97,0.9135,Dirtiness
1.2041,0.7782,0.0044,16,6,2069,1358,0.1353,111,0.9765,Stains
2.9207,1.6532,0.0266,833,55,86329,1694,0.9998,80,0.6206,Healthy
1.9191,1.2787,0.014,83,25,10476,1360,0.2007,120,0.3097,Z_Scratch
2.1614,1.2041,0.0117,145,19,13193,1358,0.417,97,0.1035,Z_Scratch
2.4362,1.2553,0.0132,273,33,32766,1353,0.6236,110,0.1086,Bumps
1.7404,0.8451,0.0043,55,9,6302,1632,0.1753,99,0.9324,Pastry
1.2041,0.7782,0.0044,16,6,2046,1358,0.14,109,0.7393,Stains
2.4456,1.1761,0.0115,279,47,28728,1358,0.8854,92,0.0118,Bumps
2.2253,1.2553,0.0132,168,30,2384,1360,0.4465,115,0.8204,Stains
1.0414,0.7782,0.0044,11,8,1398,1358,0.1449,113,0.5546,Stains
2.0864,0.9031,0.0048,122,23,14278,1358,0.4729,119,0.0325,Dirtiness
3.817,2.243,0.1289,6592,279,722716,1358,1.0,41,0.0574,K_Scatch
1.7324,0.9542,0.0066,54,12,6697,1356,0.1773,102,0.0133,Z_Scratch
3.7977,2.248,0.1303,6592,262,639433,1358,1.0,38,0.0574,K_Scatch
2.6365,1.0,0.0074,433,57,50867,1356,0.9856,88,0.0118,Z_Scratch
2.2253,1.2041,0.0118,168,28,18656,1353,0.4946,93,0.2668,Healthy
2.0569,1.1139,0.0095,114,16,12705,1364,0.2914,103,0.9236,Healthy
2.0531,1.1139,0.0095,113,13,11979,1387,0.2914,55,0.5772,Healthy
3.1673,1.5051,0.0236,1467,107,146487,1358,1.0,101,0.137,K_Scatch
2.0043,0.7782,0.0044,101,7,1539,1360,0.1322,120,0.6311,Stains
1.9085,0.9031,0.0047,81,13,9124,1712,0.2482,90,0.5258,Pastry
2.0682,1.1139,0.0077,119,35,13356,1687,0.2901,97,0.6888,Pastry
2.2355,1.1461,0.0102,172,26,17271,1372,0.463,79,0.3304,Healthy
3.8082,2.2355,0.1267,6422,263,649801,1358,1.0,48,0.0604,K_Scatch
1.7404,0.8451,0.005,55,9,11255,1387,0.1622,159,0.8818,Healthy
1.2041,0.7782,0.0044,16,8,2034,1358,0.1417,99,0.8026,Stains
2.5832,1.0792,0.0071,3811,70,479531,1696,0.9956,91,0.5809,Dirtiness
2.1931,1.0414,0.0065,156,13,17707,1364,0.3945,89,0.8974,Bumps
1.2553,0.7782,0.0044,18,6,2384,1358,0.14,120,0.1735,Stains
2.3711,0.699,0.0037,235,16,23782,1373,0.6781,36,0.0,Healthy
1.7482,0.8451,0.0041,56,9,5867,1692,0.1965,77,0.0293,Pastry
3.7989,2.2068,0.1148,6181,235,638448,1356,1.0,41,0.0575,K_Scatch
2.0492,1.1761,0.0089,112,25,11748,1652,0.3509,102,0.2587,Dirtiness
2.2304,1.1461,0.0103,170,22,21380,1358,0.4729,114,0.0345,Z_Scratch
4.1567,2.1847,0.1093,14309,562,1691554,1402,1.0,37,0.0556,K_Scatch
2.2304,0.9542,0.0066,170,25,20000,1364,0.5096,107,0.0609,Z_Scratch
2.6998,1.3802,0.0142,952,56,96340,1696,0.9747,38,0.0073,Other_faults
1.2305,0.7782,0.0044,17,6,2167,1358,0.1353,122,0.1735,Stains
2.1461,1.1139,0.0095,140,24,7804,1692,0.4089,30,0.0059,Other_faults
2.4609,1.2305,0.0126,289,51,21582,1656,0.9172,33,0.734,Other_faults
4.0408,2.243,0.125,10986,805,1273434,1400,1.0,27,0.0586,K_Scatch
2.3284,1.1139,0.0095,213,37,23587,1372,0.767,63,0.0325,Pastry
2.1072,1.0414,0.0081,128,20,13108,1356,0.3601,95,0.5647,Z_Scratch
2.9868,0.9542,0.0066,970,74,97514,1364,0.9969,97,0.9091,Dirtiness
1.2305,0.8451,0.0052,17,7,2183,1360,0.1417,105,0.1735,Other_faults
3.8377,2.243,0.1289,6882,274,723207,1358,1.0,40,0.0575,K_Scatch
2.2648,0.7782,0.0044,184,30,19728,1364,0.3882,108,0.9047,Dirtiness
3.7948,2.243,0.1291,6653,251,659350,1358,1.0,41,0.0633,K_Scatch
2.7528,1.2305,0.0125,566,36,62182,1360,0.9998,96,0.5397,Pastry
1.2305,0.9031,0.0059,17,9,2240,1358,0.1417,114,0.8331,Stains
3.8082,2.233,0.1259,6432,276,666662,1358,1.0,39,0.0604,K_Scatch
2.0607,1.1761,0.011,115,21,12193,1364,0.2288,75,0.9164,Bumps
1.2305,0.699,0.0037,17,10,2181,1356,0.1322,122,0.6706,Stains
2.3201,1.2305,0.0125,209,35,24463,1353,0.8183,96,0.2127,Z_Scratch
1.8261,1.6021,0.0237,67,42,9556,1360,0.1852,109,0.2289,Healthy
1.7404,0.9031,0.0047,55,10,6884,1690,0.1753,64,0.0,Pastry
2.6484,1.1761,0.0089,445,65,46236,1692,0.9451,88,0.1224,Pastry
3.7823,2.2355,0.1267,6019,257,661448,1360,1.0,92,0.0604,Other_faults
2.0334,0.9542,0.0066,108,16,11447,1352,0.1892,88,0.0088,Bumps
2.0607,1.3222,0.0154,115,35,11778,1364,0.5212,96,0.0603,Z_Scratch
1.9243,0.9542,0.0066,84,11,9137,1364,0.1954,84,0.9192,Bumps
1.959,0.9542,0.0053,91,12,8123,1696,0.2469,71,0.0047,Pastry
2.2279,0.9542,0.0053,169,20,17124,1654,0.4465,73,0.0896,Other_faults
3.8199,2.248,0.1303,6503,273,677593,1358,1.0,40,0.0604,K_Scatch
1.7076,0.8451,0.0041,51,8,4695,1686,0.1753,64,0.0047,Pastry
3.8125,2.233,0.1259,6490,271,699635,1358,1.0,38,0.0604,K_Scatch
2.1553,1.0,0.0074,143,20,14278,1354,0.3663,93,0.0133,Z_Scratch
2.3874,1.5185,0.0243,244,37,30966,1360,0.7833,120,0.7471,Z_Scratch
2.2455,1.0,0.0074,176,18,18656,1360,0.3601,91,0.6576,Other_faults
2.6628,1.3222,0.0155,463,61,52815,1364,0.9993,95,0.8194,Dirtiness
2.0334,1.0414,0.0079,108,14,14041,1387,0.257,141,0.5369,Other_faults
2.8965,1.0792,0.0088,788,67,80541,1362,0.9997,94,0.0906,Dirtiness
1.2787,0.7782,0.0044,19,5,2633,1360,0.1353,123,0.215,Stains
2.0453,0.699,0.0037,111,11,13662,1373,0.2792,105,0.2478,Dirtiness
2.2624,1.0,0.0074,184,12,20993,1362,0.463,90,0.9808,Pastry
2.887,1.1139,0.0096,771,59,68984,1353,0.9998,36,0.0133,Pastry
2.3222,0.9031,0.0059,210,12,21864,1687,0.3663,99,0.0353,Pastry
2.9504,1.7243,0.0391,884,109,103558,1362,1.0,65,0.1605,Z_Scratch
2.0864,1.0414,0.0065,122,27,13836,1694,0.4089,95,0.734,Pastry
1.7634,1.1461,0.0103,58,22,7588,1356,0.2432,124,0.1593,Z_Scratch
3.7388,2.29,0.4698,5827,293,675748,1356,1.0,41,0.0605,K_Scatch
2.1239,1.1139,0.008,133,16,14163,1690,0.3097,85,0.0,Healthy
3.8235,2.243,0.1291,6185,234,684236,1358,1.0,43,0.0604,K_Scatch
1.716,0.7782,0.0044,52,6,7736,1360,0.1353,118,0.9401,Healthy
2.673,1.1139,0.0077,449,35,43880,1692,0.989895,79,0.2784,Pastry
2.7235,1.5911,0.0289,561,64,75006,1353,0.9998,120,0.187,Bumps
1.7993,1.301,0.0148,63,29,6593,1356,0.2532,109,0.2241,Z_Scratch
3.0512,1.1761,0.0111,1130,239,124716,1360,1.0,48,0.0,Healthy
2.0607,1.1761,0.0089,115,18,11647,1622,0.3678,84,0.1064,Other_faults
2.3729,1.0414,0.0081,239,12,22484,1354,0.6173,78,0.0779,Z_Scratch
1.8692,0.9542,0.0066,74,12,9432,1364,0.215,103,0.7181,Dirtiness
3.2634,1.9823,0.0544,1834,239,227896,1392,1.0,113,0.5205,Healthy
1.8692,1.0414,0.0079,74,11,8292,1387,0.2432,93,0.0972,Healthy
3.8461,2.243,0.1289,6592,274,686124,1358,1.0,44,0.0574,K_Scatch
3.7979,2.2455,0.1298,6239,263,637707,1358,1.0,43,0.0558,K_Scatch
4.257,2.2718,0.1336,18071,814,2160349,1400,1.0,27,0.0557,K_Scatch
3.7746,2.243,0.1291,5951,302,617708,1356,1.0,38,0.0605,K_Scatch
1.2041,0.7782,0.0044,16,6,2127,1358,0.14,107,0.9602,Stains
1.8062,0.9031,0.0047,64,9,7769,1687,0.1934,113,0.8881,Pastry
1.7076,1.0,0.0059,51,11,5857,1688,0.1773,82,0.5065,Other_faults
3.7907,2.233,0.1259,6277,271,639433,1358,1.0,36,0.0604,Other_faults
2.3892,0.9542,0.0066,244,19,23009,1360,0.6574,78,0.2754,Pastry
1.8195,1.0,0.0062,66,12,7519,1624,0.2061,99,0.6026,Other_faults
2.3598,1.4314,0.0199,229,52,29002,1358,0.8299,118,0.1211,K_Scatch
1.2553,0.8451,0.0052,18,11,2370,1360,0.1384,129,0.8789,Stains
2.2355,1.1761,0.0089,172,18,19901,1353,0.374,105,0.1484,Bumps
1.2305,0.7782,0.0036,17,6,2181,1687,0.14,104,0.5243,Other_faults
2.1367,0.7782,0.0044,137,15,1540,1354,0.3725,105,0.0345,Dirtiness
1.7404,0.8451,0.0043,55,9,6243,1387,0.1622,91,0.8468,Healthy
1.716,0.9542,0.0065,52,9,6049,1360,0.1852,99,0.8118,Healthy
0.9031,1.0,0.0074,8,8,1063,1694,0.1284,111,0.7771,Bumps
4.0391,2.1847,0.1271,10986,562,1187807,1400,1.0,24,0.0586,Healthy
2.2718,1.0414,0.0081,189,26,22254,1364,0.5951,104,0.091,Pastry
1.2553,0.7782,0.0044,18,6,2318,1358,0.1353,109,0.8601,Stains
1.716,1.3424,0.0161,52,29,8586,1360,0.1822,117,0.3662,Dirtiness
2.1206,1.0414,0.0065,134,12,14132,1690,0.3494,77,0.0071,Pastry
3.7958,1.3424,0.0161,619,239,732196,1356,1.0,55,0.5987,Other_faults
2.5809,1.1139,0.0077,381,36,38597,1687,0.976,90,0.0551,Pastry
2.1004,1.3979,0.0185,126,18,10583,1364,0.4399,105,0.9063,Other_faults
3.0704,1.3424,0.0161,1182,94,1273434,1354,1.0,75,0.8473,Z_Scratch
2.1461,1.0792,0.0088,140,25,13836,1688,0.3977,64,0.0369,Bumps
2.0453,0.9031,0.0059,111,20,16455,1356,0.2792,99,0.4106,Pastry
2.1614,1.0414,0.0081,146,21,16182,1362,0.3329,103,0.7618,Bumps
1.716,1.1761,0.011,52,15,6999,1358,0.2018,127,0.3575,Stains
1.2305,0.7782,0.0044,17,7,2267,1358,0.14,109,0.8778,Stains
4.0885,2.1818,0.1086,12260,634,1431766,1400,1.0,29,0.0557,K_Scatch
3.8236,2.243,0.1289,6776,263,672664,1358,1.0,41,0.0604,K_Scatch
3.0645,1.2041,0.0117,1176,168,118721,1356,1.0,93,0.6785,Z_Scratch
1.959,0.8451,0.0041,91,12,9848,1692,0.2998,95,0.7771,Pastry
2.0414,1.0414,0.0081,110,18,12587,1356,0.257,100,0.2518,Z_Scratch
3.8247,2.243,0.1289,6432,279,676562,1358,1.0,42,0.0604,K_Scatch
2.1903,0.8451,0.0052,155,12,16987,1350,0.2998,84,0.6973,Pastry
